ID,Sentiment
1233458105628884992,POSITIVE
1233189595199700992,POSITIVE
1233430162173308928,NEGATIVE
1233434910154686464,NEGATIVE
1233429544746483712,NEUTRAL
1233431240335876096,NEGATIVE
1233481539410853888,NEUTRAL
1233428177718038528,NEGATIVE
1233480477585137664,NEUTRAL
1233459270240415744,NEGATIVE
1233457601704230912,NEUTRAL
1233455907956281344,NEUTRAL
1233457604531302400,POSITIVE
1233459186152988672,NEUTRAL
1233186761603416064,NEUTRAL
1233459409717780480,POSITIVE
1233190786860142592,POSITIVE
1233189083670691840,NEGATIVE
1233426340482895872,NEUTRAL
1233455737730412544,NEUTRAL
1233192373175255040,POSITIVE
1233458695784235008,NEUTRAL
1233190285229858816,NEGATIVE
1233429259537924096,NEGATIVE
1233189735234928640,NEGATIVE
1233429797906341888,NEUTRAL
1233459321142300672,NEGATIVE
1233190770162782208,NEUTRAL
1233432868019417088,NEUTRAL
1233430505946615808,NEUTRAL
1233186711800307712,NEUTRAL
1233424512810733568,NEGATIVE
1233188817332363264,NEUTRAL
1233459044628750336,NEGATIVE
1233433932923908096,NEUTRAL
1233456671017578496,NEGATIVE
1233458608635088896,NEUTRAL
1233430149724606464,NEUTRAL
1233434450186338304,NEUTRAL
1233432963116945408,NEUTRAL
1233424016486125568,NEGATIVE
1233481534344220672,NEUTRAL
1233190233358901248,NEGATIVE
1233429668939743232,NEUTRAL
1233457723586621440,NEGATIVE
1233424968555417600,NEUTRAL
1233189595770167296,NEUTRAL
1233428177558614016,NEGATIVE
1233422977968070656,NEGATIVE
1233190997531729920,NEGATIVE
1233456313453158400,NEGATIVE
1233188689599254528,NEGATIVE
1233188350925901824,NEUTRAL
1233422881461329920,NEGATIVE
1233433580992442368,NEGATIVE
1233191038883221504,NEUTRAL
1233196557614407680,NEUTRAL
1233180148473548800,NEGATIVE
1233180972184743936,NEGATIVE
1233196906894880768,NEGATIVE
1233198306580406272,NEUTRAL
1233198127785472000,POSITIVE
1233196685767192576,NEUTRAL
1233196642637156352,NEGATIVE
1233181115629940736,NEUTRAL
1233196727219388416,NEGATIVE
1233197749761384448,NEUTRAL
1233196223068139520,NEGATIVE
1233181045194993664,NEUTRAL
1233180739665047552,NEUTRAL
1233196812112191488,NEGATIVE
1233196634000936960,NEUTRAL
1233182307265150976,NEUTRAL
1233195544903913472,NEGATIVE
1233181090287902720,NEUTRAL
1233196978835558400,NEGATIVE
1233191660944650240,NEUTRAL
1233180554016591872,NEUTRAL
1233184115404394496,NEUTRAL
1233192738633453568,NEUTRAL
1233196520943575040,NEUTRAL
1233196378848976896,POSITIVE
1233180153813127168,NEUTRAL
1233181089931415552,NEGATIVE
1233191835599884288,NEUTRAL
1233184105921175552,NEGATIVE
1233196869326602240,NEUTRAL
1233184685280387072,NEGATIVE
1233195412753920000,NEUTRAL
1233190820800532480,NEGATIVE
1233192720103018496,NEGATIVE
1233190954787594240,NEUTRAL
1233197935535501312,NEGATIVE
1233198211751346176,NEGATIVE
1233196378517536768,NEGATIVE
1233180150864457728,NEGATIVE
1233197954640510976,NEGATIVE
1233195320978235392,NEGATIVE
1233191474306506752,NEUTRAL
1233198736618217472,NEGATIVE
1233198153635106816,NEGATIVE
1233196913907859456,NEGATIVE
1233196278256816128,POSITIVE
1233181056439709696,NEUTRAL
1233196256312184832,NEUTRAL
1233198295197134848,NEUTRAL
1233191110425616384,NEGATIVE
1233192556298551296,NEUTRAL
1233191306299494400,NEGATIVE
1233196510315241472,NEUTRAL
1233181077839196160,NEGATIVE
1233198236644474880,NEGATIVE
1233191789550501888,NEUTRAL
1233195355082125312,NEGATIVE
1233193132625256448,NEUTRAL
1233180532713889792,NEGATIVE
1233198126351208448,NEGATIVE
1233196457894797312,POSITIVE
1233190820188246016,NEGATIVE
1233191151089463296,NEGATIVE
1233181074999500800,NEUTRAL
1233196937630736384,NEUTRAL
1233196708814868480,POSITIVE
1233193472141746176,NEGATIVE
1233191606091735040,NEUTRAL
1233198916830625792,NEGATIVE
1233198667269574656,NEUTRAL
1233195608040714240,NEGATIVE
1233197816660533248,NEUTRAL
1233191220886884352,NEGATIVE
1233190622871408640,NEUTRAL
1233190190929338368,NEGATIVE
1233195188400599040,NEUTRAL
1233197419833090048,NEGATIVE
1233197644362719232,NEUTRAL
1233197576922357760,NEGATIVE
1233198400650260480,NEUTRAL
1233195917274038272,NEUTRAL
1233194531744559104,NEUTRAL
1233198348590448640,NEGATIVE
1233191669870272512,NEUTRAL
1233190498359283712,POSITIVE
1233190153910456320,POSITIVE
1233191535732125696,NEUTRAL
1233194169625194496,POSITIVE
1233194893633314816,POSITIVE
1233189836888080384,NEGATIVE
1233191311894814720,NEUTRAL
1233191442715201536,NEGATIVE
1233198348724731904,NEUTRAL
1233196546805653504,NEUTRAL
1233189950671204352,NEUTRAL
1233194397212258304,NEUTRAL
1233190250031255552,NEUTRAL
1233196763844087808,NEUTRAL
1233191365602729984,NEUTRAL
1233189890109661184,NEUTRAL
1233190200332865536,NEUTRAL
1233189847566864384,NEGATIVE
1233194796891680768,NEGATIVE
1233190581750370304,NEUTRAL
1233191551691567104,NEGATIVE
1233195615741333504,NEUTRAL
1233191223759904768,NEUTRAL
1233191533689569280,NEUTRAL
1233190132494135296,NEUTRAL
1233190379551371264,NEUTRAL
1233190090689712128,NEGATIVE
1233194907583549440,NEUTRAL
1233195447696666624,NEGATIVE
1233190024759345152,NEUTRAL
1233191234086166528,NEGATIVE
1233199009633689600,NEUTRAL
1233194801098448896,NEUTRAL
1233191502249111552,NEGATIVE
1233194498437586944,NEGATIVE
1233191374259798016,NEUTRAL
1233194638569132032,MIXED
1233190668882759680,NEUTRAL
1233196343914614784,NEGATIVE
1233190087040651264,NEUTRAL
1233190014630023168,NEUTRAL
1233194642482569216,NEGATIVE
1233194498433470464,POSITIVE
1233189784996241408,NEGATIVE
1233194636740612096,NEUTRAL
1233196662748659712,NEGATIVE
1233191352797716480,NEUTRAL
1233190020753903616,NEGATIVE
1233190263079817216,NEUTRAL
1233195192494297088,NEGATIVE
1233194787655819264,NEUTRAL
1233194271961997312,NEUTRAL
1233190595851702272,NEGATIVE
1233191180801859584,NEGATIVE
1233190477794594816,NEGATIVE
1233191139819315200,NEUTRAL
1233189714036809728,NEGATIVE
1233375864974389248,NEUTRAL
1233193598310445056,NEUTRAL
1233195278506684416,NEUTRAL
1233195709886844928,NEUTRAL
1233194952789647360,NEUTRAL
1233193714740187136,NEGATIVE
1233195845006184448,NEUTRAL
1233193841978531840,NEGATIVE
1233193190469009408,NEGATIVE
1233193199600099328,NEGATIVE
1233193812232560640,POSITIVE
1233193376301932544,NEUTRAL
1233194565672239104,NEGATIVE
1233195228200345600,NEGATIVE
1233194593321201664,NEUTRAL
1233194136016244736,POSITIVE
1233194412185833472,MIXED
1233375350962429952,NEGATIVE
1233194238038495232,NEUTRAL
1233193072965476352,NEUTRAL
1233191093736558592,NEGATIVE
1233199292317237248,NEGATIVE
1233194511129620480,MIXED
1233375512950640640,POSITIVE
1233195719080710144,NEGATIVE
1233194230710853632,POSITIVE
1233375382574813184,NEGATIVE
1233375323888156672,NEUTRAL
1233195823267229696,NEGATIVE
1233375119365607424,NEGATIVE
1233193849599778816,NEGATIVE
1233192841964335104,NEUTRAL
1233193941312294912,NEGATIVE
1233195858121908224,NEUTRAL
1233192897878667264,NEUTRAL
1233194869750890496,NEUTRAL
1233191702149550080,NEUTRAL
1233194449934659584,MIXED
1233194330514280448,POSITIVE
1233375865830100992,NEUTRAL
1233194667241594880,NEGATIVE
1233195711547805696,NEGATIVE
1233194038230208512,POSITIVE
1233194079732879360,NEUTRAL
1233195124571566080,NEUTRAL
1233194352677130240,NEGATIVE
1233190700365361152,NEUTRAL
1233194089669001216,POSITIVE
1233199690885275648,NEGATIVE
1233194368963633152,NEGATIVE
1233199284008312832,NEGATIVE
1233193698369921024,NEUTRAL
1233193850203787264,NEUTRAL
1233194998868262912,NEUTRAL
1233193895418322944,NEUTRAL
1233195424212631552,NEUTRAL
1233194460797755392,NEUTRAL
1233195594195308544,NEUTRAL
1233193265618411520,NEGATIVE
1233193981263015936,NEGATIVE
1233195356848082944,NEUTRAL
1233192896561438720,NEGATIVE
1233193959985418240,NEGATIVE
1233194326261411840,POSITIVE
1233194030147817472,NEUTRAL
1233189735075590144,NEUTRAL
1233193647652261888,NEUTRAL
1233195422899896320,POSITIVE
1233195510917402624,NEGATIVE
1233194030546079744,NEUTRAL
1233199170607075328,NEUTRAL
1233376561509756928,NEUTRAL
1233191616422301696,NEGATIVE
1233375314560135168,NEUTRAL
1233190967169224704,NEUTRAL
1233377631946584064,NEGATIVE
1233194368464494592,NEGATIVE
1233376153831911424,NEUTRAL
1233188520547823616,NEUTRAL
1233377446432575488,NEUTRAL
1233194677228232704,NEUTRAL
1233375883236380672,NEUTRAL
1233188592186515456,NEGATIVE
1233375138948812800,NEUTRAL
1233375306767110144,NEUTRAL
1233181386426736640,NEGATIVE
1233194636275044352,NEUTRAL
1233376502949072896,NEUTRAL
1233374790842507264,NEUTRAL
1233377593518325760,NEUTRAL
1233376234073214976,NEUTRAL
1233376356601389056,NEUTRAL
1233377613583769600,NEUTRAL
1233374992881991680,NEGATIVE
1233195327768977408,NEUTRAL
1233193700974567424,NEUTRAL
1233202745710194688,NEUTRAL
1233377248557838336,NEUTRAL
1233374765353783296,NEUTRAL
1233191649628606464,NEGATIVE
1233201208397115392,NEUTRAL
1233188872898695168,NEGATIVE
1233375625823637504,NEUTRAL
1233202800731082752,NEGATIVE
1233375625488060416,NEUTRAL
1233376155857825792,NEGATIVE
1233377153800134656,POSITIVE
1233202512292974592,NEGATIVE
1233377178101805056,NEUTRAL
1233201546894045184,NEGATIVE
1233194635582898176,NEUTRAL
1233376467955875840,NEGATIVE
1233376294882004992,POSITIVE
1233194107318697984,NEGATIVE
1233201393059729408,NEUTRAL
1233376594003156992,NEGATIVE
1233201530230255616,NEUTRAL
1233190868628185088,NEGATIVE
1233377942107021312,NEGATIVE
1233194073990799360,NEGATIVE
1233377145440874496,NEGATIVE
1233377908636475392,NEGATIVE
1233194736669908992,NEUTRAL
1233193872102064128,NEGATIVE
1233376237868978176,NEGATIVE
1233193864254586880,NEUTRAL
1233195080921600000,NEUTRAL
1233191653432811520,NEUTRAL
1233377573473804288,POSITIVE
1233181143081652224,NEUTRAL
1233203295277240320,NEUTRAL
1233190311767216128,NEUTRAL
1233377111630434304,NEUTRAL
1233196947529400320,NEUTRAL
1233202090052374528,NEUTRAL
1233191704041181184,NEGATIVE
1233181822420475904,NEUTRAL
1233376191689764864,NEUTRAL
1233377418150178816,NEUTRAL
1233203713118015488,POSITIVE
1233375635499868160,NEGATIVE
1233199879020851200,NEUTRAL
1233198667173068800,NEGATIVE
1233184174997004288,NEUTRAL
1233190277294112768,NEUTRAL
1233218268149641216,NEGATIVE
1233191845934616576,NEUTRAL
1233188033798627328,NEUTRAL
1233182526828679168,NEUTRAL
1233181353077657600,NEGATIVE
1233212607957471232,NEUTRAL
1233180275535949824,POSITIVE
1233180160574181376,NEGATIVE
1233217461668855808,NEGATIVE
1233200523211309056,NEGATIVE
1233211223405211648,NEUTRAL
1233192912000819200,NEUTRAL
1233194962851975168,NEUTRAL
1233189389112614912,NEUTRAL
1233196224813109248,NEUTRAL
1233190168871538688,MIXED
1233185943278047232,NEUTRAL
1233217813030064128,NEGATIVE
1233182447308877824,NEGATIVE
1233183147971375104,NEUTRAL
1233185420592242688,POSITIVE
1233185718635155456,NEUTRAL
